doi,doi_link,title,year,host,oa_pdf_url,block_reason,openalex_key,detail
10.20944/preprints201608.0238.v1,https://doi.org/10.20944/preprints201608.0238.v1,The Role of Anisotropic Exchange in Single Molecule&amp;nbsp;Magnets: A CASSCF/NEVPT2 Study of the Fe&lt;sub&gt;4&amp;nbsp;&lt;/sub&gt;SMM Building Block [Fe&lt;sub&gt;2&lt;/sub&gt;(OCH&lt;sub&gt;3&lt;/sub&gt;)&lt;sub&gt;2&lt;/sub&gt;(dbm)&lt;sub&gt;4&lt;/sub&gt;] Dimer,2016,www.preprints.org,https://www.preprints.org/manuscript/201608.0238/v1/download,HTTP 403 (publisher blocks scripted clients),W2515781089,HTTPError: 403 Client Error: Forbidden for url: https://www.preprints.org/manuscript/201608.0238/v1/download
10.20944/preprints202408.0382.v1,https://doi.org/10.20944/preprints202408.0382.v1,Assessment of the Impact of Medication Regimen Complexity on Medication Adherence and Glycemic Control in Management of Type-2 Diabetes,2024,www.preprints.org,https://www.preprints.org/frontend/manuscript/575f282bfda5471b289bab4dc978146c/download_pub,HTTP 403 (publisher blocks scripted clients),W4401590200,HTTPError: 403 Client Error: Forbidden for url: https://www.preprints.org/frontend/manuscript/575f282bfda5471b289bab4dc978146c/download_pub
10.1063/1.5031787,https://doi.org/10.1063/1.5031787,"Ultrafast photodissociation dynamics of 1,4-diiodobenzene",2018,www.research.ed.ac.uk,https://www.research.ed.ac.uk/en/publications/d3eb3e43-572f-412d-b6e1-8d0ed4c6f821,"HTML landing page, not a PDF",W2803934679,ValueError: response is not a PDF (probably an HTML landing page)
10.28954/2020.csq.10.001,https://doi.org/10.28954/2020.csq.10.001,Cis and trans linkage of spin frustrated copper triangles creating Cu6 clusters,2020,www.sci2.org,https://www.sci2.org/app/download/17460746/Chem2_2020_4_4.pdf,HTTP 404 (OA link dead),W3096632642,1 PDF location(s) + Europe PMC tried; HTTPError: 404 Client Error: Not Found for url: https://sci2.org/app/download/17460746/Chem2_2020_4_4.pdf | no Europe PMC OA full text
10.1016/j.bbabio.2015.07.011,https://doi.org/10.1016/j.bbabio.2015.07.011,Vibrational relaxation as the driving force for wavelength conversion in the peridinin–chlorophyll a-protein,2015,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0005272815001541/pdf,HTTP 403 (publisher blocks scripted clients),W949909991,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0005272815001541/pdf
10.1016/j.ccr.2010.12.027,https://doi.org/10.1016/j.ccr.2010.12.027,Relativistic effects in spectroscopy and photophysics of heavy-metal complexes illustrated by spin–orbit calculations of [Re(imidazole)(CO)3(phen)]+,2011,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0010854511000129,HTTP 403 (publisher blocks scripted clients),W2158015647,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0010854511000129
10.1016/j.chemphys.2014.11.011,https://doi.org/10.1016/j.chemphys.2014.11.011,Excited electronic states of MnO4−: Challenges for wavefunction and density functional response theories,2014,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0301010414003115/pdf,HTTP 403 (publisher blocks scripted clients),W2016041227,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0301010414003115/pdf
10.1016/j.chemphys.2018.07.025,https://doi.org/10.1016/j.chemphys.2018.07.025,Linear absorption spectra of solvated thiouracils resolved at the hybrid RASPT2/MM level,2018,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0301010418303331,HTTP 403 (publisher blocks scripted clients),W2884417501,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0301010418303331
10.1016/j.cplett.2010.03.022,https://doi.org/10.1016/j.cplett.2010.03.022,Electronic structure and chemical bonding in W2 molecule,2010,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0009261410004008/pdf,HTTP 403 (publisher blocks scripted clients),W2114024732,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0009261410004008/pdf
10.1016/j.cplett.2010.04.048,https://doi.org/10.1016/j.cplett.2010.04.048,Photophysics and photostability of adenine in aqueous solution: A theoretical study,2010,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0009261410005865/pdf,HTTP 403 (publisher blocks scripted clients),W2009686959,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0009261410005865/pdf
10.1016/j.cplett.2011.02.047,https://doi.org/10.1016/j.cplett.2011.02.047,"Double ionization energies of HCl, HBr, Cl2 and Br2 molecules: An MRCI study",2011,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0009261411002223/pdf,HTTP 403 (publisher blocks scripted clients),W2011386028,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0009261411002223/pdf
10.1016/j.cplett.2016.05.040,https://doi.org/10.1016/j.cplett.2016.05.040,A CASPT2 study of the spectral shift of the resonance emission lines of Rb and Cs embedded in liquid He,2016,www.sciencedirect.com,http://www.sciencedirect.com/science/article/pii/S0009261416303505,HTTP 403 (publisher blocks scripted clients),W2406716770,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0009261416303505
10.1016/j.jbi.2014.04.004,https://doi.org/10.1016/j.jbi.2014.04.004,Automation of a high risk medication regime algorithm in a home health care population,2014,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1532046414000896/pdf,HTTP 403 (publisher blocks scripted clients),W2139561816,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S1532046414000896/pdf
10.1016/j.jms.2020.111326,https://doi.org/10.1016/j.jms.2020.111326,"The ion-pair character of the B <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si38.svg""> <mml:mrow> <mml:msup> <mml:mrow> <mml:mn>0</mml:mn> </mml:mrow> <mml:mrow> <mml:mo>+</mml:mo> </mml:mrow> </mml:msup> </mml:mrow> </mml:math> state of CuAg",2020,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0022285220300941/pdf,HTTP 403 (publisher blocks scripted clients),W3038590773,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0022285220300941/pdf
10.1016/j.jphotochem.2022.114513,https://doi.org/10.1016/j.jphotochem.2022.114513,Nonadiabatic molecular dynamics study of a complete photoswitching cycle for a full-size diarylethene system,2022,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1010603022007365/pdf,HTTP 403 (publisher blocks scripted clients),W4312203870,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S1010603022007365/pdf
10.1016/j.jqsrt.2020.107069,https://doi.org/10.1016/j.jqsrt.2020.107069,Ab-initio study of the ground and low-lying excited states including the spin-orbit effect of RbBa molecule and laser cooling feasibility,2020,www.sciencedirect.com,https://www.sciencedirect.com/science/article/am/pii/S0022407320301916?via%3Dihub,HTTP 403 (publisher blocks scripted clients),W3027163839,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/am/pii/S0022407320301916?via%3Dihub
10.1016/j.proci.2018.06.137,https://doi.org/10.1016/j.proci.2018.06.137,Analysis of acetic acid gas phase reactivity: Rate constant estimation and kinetic simulations,2018,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1540748918303201/pdf,HTTP 403 (publisher blocks scripted clients),W2864476353,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S1540748918303201/pdf
10.1016/j.proci.2022.06.003,https://doi.org/10.1016/j.proci.2022.06.003,An experimental and theoretical kinetic study of t-butyl radical reaction with molecular oxygen,2022,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1540748922000037/pdf,HTTP 403 (publisher blocks scripted clients),W4286677340,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S1540748922000037/pdf
10.1016/j.proci.2022.08.024,https://doi.org/10.1016/j.proci.2022.08.024,"H-abstractions by O2, NO2, NH2, and HO2 from H2NO: Theoretical study and implications for ammonia low-temperature kinetics",2022,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S1540748922003078/pdf,HTTP 403 (publisher blocks scripted clients),W4306318672,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S1540748922003078/pdf
10.1016/s0009-2614(00)00281-5,https://doi.org/10.1016/s0009-2614(00)00281-5,On the dissociation of N6 into 3 N2 molecules,2000,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0009261400002815,HTTP 403 (publisher blocks scripted clients),W1758752691,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0009261400002815 | no Europe PMC OA full text
10.1016/s0009-2614(01)00633-9,https://doi.org/10.1016/s0009-2614(01)00633-9,A theoretical study of the electronic spectroscopy of the SiF3 radical,2001,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0009261401006339,HTTP 403 (publisher blocks scripted clients),W2129637977,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0009261401006339 | no Europe PMC OA full text
10.1016/s0020-1693(96)05244-9,https://doi.org/10.1016/s0020-1693(96)05244-9,Exchange interactions in Ti2Cl93−: a critical analysis,1996,www.sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S0020169396052449,HTTP 403 (publisher blocks scripted clients),W2076969403,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0020169396052449 | no Europe PMC OA full text
10.1360/tb-2024-0194,https://doi.org/10.1360/tb-2024-0194,强关联分子体系电子结构方法研究进展,2024,www.sciengine.com,https://www.sciengine.com/doi/pdf/75A8458E9C6247ECA142DF5A08D7601E,connection refused / DNS failure,W4398186591,"ConnectionError: HTTPSConnectionPool(host='www.sciengine.com', port=443): Max retries exceeded with url: /doi/pdf/75A8458E9C6247ECA142DF5A08D7601E (Caused by NewConnectionError(""HTTPSConnection(host='www.sciengine.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused"""
10.1360/tb-2024-1133,https://doi.org/10.1360/tb-2024-1133,Block effective Hamiltonian theory and its application to atomic and molecular systems,2025,www.sciengine.com,https://www.sciengine.com/doi/pdf/7533707B6CAA480A9266A8D22F77F545,connection refused / DNS failure,W4408586526,"ConnectionError: HTTPSConnectionPool(host='www.sciengine.com', port=443): Max retries exceeded with url: /doi/pdf/7533707B6CAA480A9266A8D22F77F545 (Caused by NewConnectionError(""HTTPSConnection(host='www.sciengine.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused"""
10.1360/zb2000-30-5-473,https://doi.org/10.1360/zb2000-30-5-473,ClH&amp;#60;SUB&amp;#62;2&amp;#60;/SUB&amp;#62;反应体系的一个完全从头算的势能面&amp;#60;SUP&amp;#62;*&amp;#60;/SUP&amp;#62;,2000,www.sciengine.com,https://www.sciengine.com/doi/pdf/aafffc569d2e4b928e2f79211577a8e7,connection refused / DNS failure,W4244820517,"ConnectionError: HTTPSConnectionPool(host='www.sciengine.com', port=443): Max retries exceeded with url: /doi/pdf/aafffc569d2e4b928e2f79211577a8e7 (Caused by NewConnectionError(""HTTPSConnection(host='www.sciengine.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused"""
10.1360/zb2004-34-2-148,https://doi.org/10.1360/zb2004-34-2-148,双收缩CI方法及其应用,2004,www.sciengine.com,https://www.sciengine.com/doi/pdf/2a4b6535540548c693c56ef21e58e9d4,connection refused / DNS failure,W4255390721,"ConnectionError: HTTPSConnectionPool(host='www.sciengine.com', port=443): Max retries exceeded with url: /doi/pdf/2a4b6535540548c693c56ef21e58e9d4 (Caused by NewConnectionError(""HTTPSConnection(host='www.sciengine.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused"""
10.1360/zb2009-39-7-646,https://doi.org/10.1360/zb2009-39-7-646,"激发态1,2-二硫环丁烯去活性和异构化机理的理论研究",2009,www.sciengine.com,https://www.sciengine.com/doi/pdf/21fb143968044bf8ac06e51f498cabab,no fetchable PDF and no Europe PMC full text,W2160990552,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.3724/2096-7004.di.2025.0092,https://doi.org/10.3724/2096-7004.di.2025.0092,A Legal Judgment Prediction Method Based on Knowledge-integrated Event Evolutionary Graphs and Causal Inference,2025,www.sciengine.com,https://www.sciengine.com/doi/pdf/8336C3A993F94A2496E0732833327A17,connection refused / DNS failure,W4414619590,"ConnectionError: HTTPSConnectionPool(host='www.sciengine.com', port=443): Max retries exceeded with url: /doi/pdf/8336C3A993F94A2496E0732833327A17 (Caused by NewConnectionError(""HTTPSConnection(host='www.sciengine.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused"""
10.1080/00268976.2015.1048320,https://doi.org/10.1080/00268976.2015.1048320,Performance of SOPPA-based methods in the calculation of vertical excitation energies and oscillator strengths,2015,www.tandfonline.com,https://www.tandfonline.com/doi/pdf/10.1080/00268976.2015.1048320?needAccess=true,HTTP 403 (publisher blocks scripted clients),W1925792019,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/00268976.2015.1048320?needAccess=true
10.1080/00268976.2016.1271152,https://doi.org/10.1080/00268976.2016.1271152,Influence of the choice of projection manifolds in the CASPT2 implementation,2016,www.tandfonline.com,https://www.tandfonline.com/doi/pdf/10.1080/00268976.2016.1271152?needAccess=true,HTTP 403 (publisher blocks scripted clients),W2563398939,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/00268976.2016.1271152?needAccess=true
10.1080/00268976.2019.1567848,https://doi.org/10.1080/00268976.2019.1567848,The characterization of electronic defect states of single and double carbon vacancies in graphene sheets using molecular density functional theory,2019,www.tandfonline.com,https://www.tandfonline.com/doi/pdf/10.1080/00268976.2019.1567848?needAccess=true,HTTP 403 (publisher blocks scripted clients),W2999351398,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/00268976.2019.1567848?needAccess=true
10.1080/00268976.2021.1939185,https://doi.org/10.1080/00268976.2021.1939185,A perturbative approach to multireference equation-of-motion coupled cluster,2021,www.tandfonline.com,https://www.tandfonline.com/doi/pdf/10.1080/00268976.2021.1939185?needAccess=true,HTTP 403 (publisher blocks scripted clients),W3166061854,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/00268976.2021.1939185?needAccess=true
10.1080/2994399x.2025.2560306,https://doi.org/10.1080/2994399x.2025.2560306,"Factors influencing drug regimen complexity, its impact on geriatric patients’ attitude toward deprescribing, and opportunities for simplification",2025,www.tandfonline.com,https://www.tandfonline.com/doi/pdf/10.1080/2994399X.2025.2560306?needAccess=true,HTTP 403 (publisher blocks scripted clients),W4415786029,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/2994399X.2025.2560306?needAccess=true
10.11606/t.46.2009.tde-05102009-105840,https://doi.org/10.11606/t.46.2009.tde-05102009-105840,Estudo teórico de diatômicas homo e heteronucleares de metais de transição,2009,www.teses.usp.br,http://www.teses.usp.br/teses/disponiveis/46/46132/tde-05102009-105840/publico/TeseJoaoPauloGobbo.pdf,connection refused / DNS failure,W1541424306,"1 PDF location(s) + Europe PMC tried; ConnectionError: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer')) | no Europe PMC OA full text"
10.11606/t.46.2014.tde-25032015-101002,https://doi.org/10.11606/t.46.2014.tde-25032015-101002,Investigação de sistemas moleculares contendo berílio: caracterização espectroscópica e termoquímica,2014,www.teses.usp.br,http://www.teses.usp.br/teses/disponiveis/46/46136/tde-25032015-101002/publico/TeseCorrigidaJoseCarlosBarreto.pdf,connection refused / DNS failure,W2664026683,"ConnectionError: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
